restaurant,review_id,date,stay_date,user,badge,rating,title,review
Kampachi Plaza33,823532906,2021-12-31 00:00:00,December 2021,wongs541,9 reviews,5,Lovely new year eve dinner,"Overall experience is most pleasant, from making reservation to dining and drinking sake. Ms Safura is excellent in handling complicated requests while Mr Edward is outstanding in recommending good food and sake. The recommended seasonal seafood,not in the menu made our evening extremely pleasant and..."
Kampachi Plaza33,823179225,2021-12-28 00:00:00,December 2021,tcwayfun,4 reviews,5,Review,Good japanese food. Reliable as ever. Customer service amazing. Consistent food and service quality!
Kampachi Plaza33,822955536,2021-12-25 00:00:00,December 2021,shengfong92,1 review,5,Great Christmas Lunch Buffet Experience,Had a great experience here with the good food and services by the staffs! A special shout-out to April and Celine for their awesome hospitality; will definitely be back for more 😄
Kampachi Plaza33,822916682,2021-12-24 00:00:00,December 2021,eunicethw,1 review,5,Great food and service,"We went for the omakase with 7 courses, all dishes are great except for the soup, still can’t accept they serve a very normal fish ball soup for omakase. Hopefully can improve that. The services provided are excellent! Will visit again :)"
Kampachi Plaza33,822450510,2021-12-19 00:00:00,December 2021,FarahHadi,1 review,5,-,"Very good ambiance and great service. The service was very good. Our waitress, April is an adorable person, very personable and very efficient."
Kampachi Plaza33,822327572,2021-12-18 00:00:00,December 2021,Michael1216ljx,1 review,5,"Good good,service and environment","Great place to chill and have a weekend
Special thanks to Celine and April for that exceptional great service provided"
Kampachi Plaza33,822254915,2021-12-17 00:00:00,December 2021,aska215,179 reviews,5,Great quality food as always,"As usual, Kampachi lives up to their name. Great quality food, great service by waitress April & great ambience. I had the chirashi don & the sashimi cuts are fresh & delicious. Daifuku mochi is also delicious but I do hope that there is a..."
Kampachi Plaza33,821770940,2021-12-12 00:00:00,December 2021,liyanamazni,1 review,5,Dr Liyana,"Entertained by a very pleasant, friendly and attentive waitress April tonight, with recommendations from the menu eg: the new mochi with strawberry & walnut. 
Always made sure our tea was refilled.
Very nice place to have a quiet and intimate dinner with your family or..."
Kampachi Plaza33,821744410,2021-12-12 00:00:00,December 2021,COYH03,2 reviews,5,Good food good service,Super love the set up and the food. The waiter April is so friendly and willing to accommodate to all our request! Thanks so much!
Kampachi Plaza33,821474944,2021-12-09 00:00:00,December 2021,Janice W,1 review,5,Nice environment ,"Good environment and friendly staff By April
Good food big space suitable for small gathering with friend and families."
Kampachi Plaza33,821474153,2021-12-09 00:00:00,December 2021,APsummer,1 review,5,Great food and service,We had the beef teppanyaki and it was so good! The sashimi quality is excellent too. Our favourite part was the daifuku mochi with strawberries. The texture was superb! Tried the red bean tempura but it was a bit too dry for our liking. Other...
Kampachi Plaza33,821219989,2021-12-07 00:00:00,December 2021,LNg_Lammy,1 review,5,Family casual dinner,"Highly recommended. Good food, friendly service. Very strict SOP rules. Ms. April is very attentive."
Kampachi Plaza33,821011584,2021-12-05 00:00:00,December 2021,Carmenn0012,1 review,5,Highly recommend!!☺️,"I went there for buffet and the food there was really good!! I would say, the food worth the price. If you’re an alcohol lover, you should try their sake!! The waiter and waitress are also really friendly, especially April."
Kampachi Plaza33,821011517,2021-12-05 00:00:00,December 2021,Hendrix W,1 review,5,"Family dining at Kampachi, Plaza 33",Very good and friendly service. The food is good. Nice dining ambience. The recommended good sake. Surprise birthday mochi for the birthday girl.
Kampachi Plaza33,820912167,2021-12-04 00:00:00,December 2021,Shinling123,1 review,5,Fantastic service from April,"Food was great, look for April upon arrival, service will be well worth the money spent. Came for a weekend family lucnch, will be back next time."
Kampachi Plaza33,820624402,2021-12-01 00:00:00,December 2021,ajnonymous,1 review,5,lovely place!,the food is nice. service is amazing. they helped us go through the menu and catered to our dietary requirments. will visit again in the future. thank you!
Kampachi Plaza33,820309755,2021-11-28 00:00:00,November 2021,ang y,1 review,5,Friends gathering ,"The foods is delicious and service is very good. Expecially one of the staff name is Celine, she provided super good service to us. Bravo"
Kampachi Plaza33,820182305,2021-11-27 00:00:00,November 2021,Mommicaliphs,1 review,4,Lunch @33,"Love that the place really follows the social distancing SOP. 
Very friendly waiters from the greet and service and the farewell. Thanks April for waiting our table really wonderful and helpful  :)"
Kampachi Plaza33,820099094,2021-11-26 00:00:00,November 2021,jojochan5132,2 reviews,5,"Food ,and services all is good!
And especially the (April ) serve us very well.
Im enjoy dinner at here,tq kampachi.","Nice food and atmosphere..
Recommended restaurant..

Everything is great
Will come again ! Thank you kampachi!"
Kampachi Plaza33,819884304,2021-11-24 00:00:00,November 2021,GigiK_eats,1 review,5,Nice food nice service 💞,"Visited this place this afternoon. Nice ambience, nice food & they practice good SOP. Sashimi & lobster are super fresh & thick. Ended our meal with their Matcha ice cream which is so delish! Good service from staff named April & other male staff (didn’t..."
Kampachi Plaza33,817397616,2021-11-04 00:00:00,October 2021,Eatsle,1 review,5,Excellent experience,"Excellent restaurant and dining ambience.  Food was very fresh, well presented with well-balanced tastes."
Kampachi Plaza33,813706233,2021-10-09 00:00:00,October 2021,yss97,"1,277 reviews",4,Good Japanese food,The sashimi and sushi was fresh and tasted good. The food overall was of good quality. Service was attentive. Prices on the higher end.
Kampachi Plaza33,813469869,2021-10-08 00:00:00,October 2021,hurulz,5 reviews,5,Monthly dinner w the fam 🤍,This place has always been the place where my family gathers to have dinner monthly. It’s great that now we get to dine in and it was our first after MCO. As usual we had an amazing time with the delicious food and staffs who...
Kampachi Plaza33,812666430,2021-10-02 00:00:00,October 2021,alastairl655,6 reviews,5,"Fabulous service, fabulous food","Great food, great service. We had the Saturday a la carte buffet where they brought us food from the menu. Everything was great, we especially enjoyed the beef teppanyaki and the ebi tempura. The grilled halibut was good too, albeit a little sweet from the..."
Kampachi Plaza33,812120700,2021-09-28 00:00:00,September 2021,ashleywongka28,2 reviews,5,Excellent service & food,"Came here on my birthday. The food was absolutely amazing and fresh! The service was a 10/10, they were friendly, kind, and absolutely hospitable. Shoutout to Edward and April. They were so helpful."
Kampachi Plaza33,811792457,2021-09-26 00:00:00,September 2021,kaeluensoh,1 review,3,"Good service, average food","This restaurant has a pretty good service, constantly checking our table and see what we need. For the food, it is pretty average for this price."
Kampachi Plaza33,811784094,2021-09-26 00:00:00,September 2021,mavisleejy,2 reviews,5,Quality food & friendly staffs,"Fresh sashimi, quality foods with friendly & helpful staffs. Everyone dining in with great SOP. It was a wonderful experiences in Kampachi Plaza 33 after the Covid pandemic. I’ve recommended to my family members, we would be coming back soon ! ☺️ Cheers 🍻"
Kampachi Plaza33,811784078,2021-09-26 00:00:00,September 2021,Howardyew06,1 review,5,Good food good price,"The staffs are very helpful and we have a wonderful dinning experience here! Sashimi is fresh, the best pairing with Suntory beer!"
Kampachi Plaza33,811615768,2021-09-25 00:00:00,September 2021,adamesham,1 review,5,Review For Brunch,"We had a great brunch. Service was excellent, you couldn’t get such a service in fine dining restaurants in malaysia easily. The food was exquisite as the salmon is so fresh and just melts on your tongue matched with the sake . The beef teppanyaki..."
Kampachi Plaza33,811592661,2021-09-25 00:00:00,September 2021,amyhashim,1 review,5,Dinning in Kampachi is always a good experience,"We have been dining in Kampachi for more than a decade.
You can be sure of the The food, the waiter, waitress all are all good."
Kampachi Plaza33,810665794,2021-09-19 00:00:00,September 2021,sophiemei12,1 review,5,Yummy food and great service!,"Thank you Kampachi for the delicious food and wonderful service. Thank you April, Ifzan & Evonne for being very friendly and helpful during our time here. On behalf of my family and I, we are deeply grateful. Thank you again."
Kampachi Plaza33,809550852,2021-09-12 00:00:00,September 2021,BigDaddyschoice,1 review,5,"Excellent service, super food , serene ambience","Was very happy with the food, we ordered saba shioke, tori nanban, the salmon trio and we were not disappointed, the service from April (our hostess for the evening) was impeccable, along with our dessert (mochi) will definitely visit again."
Kampachi Plaza33,809516369,2021-09-12 00:00:00,September 2021,fishandcookies123,1 review,4,Ms,"Food is very fresh and delicious. Fine dining and friendly service, April was very friendly. Food arrived on time."
Kampachi Plaza33,787819008,2021-05-03 00:00:00,May 2021,92brunot,3 reviews,4,Sunday Lunch Buffet,"I would say it was a good experience dining here on my 2nd visit. First visit was mainly ala carte. This one was for the weekly Sunday Buffet. They have maintain good SOP overall, they will have staff explaining to you how things work before..."
Kampachi Plaza33,787689722,2021-05-01 00:00:00,May 2021,PC2012,9 reviews,5,Dinner was great after months of MCO!,"Great food, great service and nice comfortable ambience. Everything was fresh and well presented as always."
Kampachi Plaza33,787683224,2021-05-01 00:00:00,April 2021,ann c,158 reviews,4,Impressive,"Have been to this place many times for both dinner & lunch, casual & business, and this restaurant have not failed me thus far. Good service with very impressive dishes. Since it's a business lunch, I thought it rude to take pics of the food..."
Kampachi Plaza33,787677135,2021-05-01 00:00:00,May 2021,lkakei,1 review,5,Great Japanese buffet,"They serve really good Japanese food. Went for the Rm168/pax buffet, various choices , sashimi was fresh! Staffs were all very friendly and attentive! Truly recommend this restaurant to get your Japanese food cravings fixed. Good service, good food, great ambience, what else could you..."
Kampachi Plaza33,786749584,2021-04-18 00:00:00,April 2021,LeongKY8,5 reviews,5,Recommended place to go for Japanese cuisine,"Went there for the weekend buffet lunch. The food especially the sashimi is fresh and tasty, the beef is out of this world, it just melts in your mouth. The staff are super friendly as well."
Kampachi Plaza33,786748492,2021-04-18 00:00:00,April 2021,Derek_coffee,3 reviews,5,Hotel rate dining,"1st of All would like to give 5 star rate on all the staff services, especially Crew April, been take good care of us with polite attitude. Food wise was awesome, fresh and premium. Peaceful environment. Grateful to been here. Thank you"
Kampachi Plaza33,786685337,2021-04-17 00:00:00,April 2021,JhiaW,3 reviews,5,Kampachi plaza 33 Saturday brunch,Excellent experience with the customer service and the food in the brunch package is well thought for the experience and very delicious. Particularly the service provided by a staff named April was remarkable. April has been very attentive through out the meal! 👍🏻
Kampachi Plaza33,786522979,2021-04-14 00:00:00,March 2021,Lia11118888,5 reviews,4,Birthday Celebration Buffet,"Was there with my dad for a celebration lunch for my dad's birthday. We were surprise it wasn't a self serve buffet due to Covid its a la carte ordering system. The fried oysters was fantastic, sashimi slices were a bit thin for our liking..."
Kampachi Plaza33,786446544,2021-04-13 00:00:00,April 2021,malinit2014,55 reviews,5,Highly recommended. The quality,"Highly recommended. The quality of the
Food is excellent and service amazing . If you are a dessert person, try the tempura ice cream . We were served by April who was most helpful with recommendations ."
Kampachi Plaza33,786306744,2021-04-11 00:00:00,April 2021,slowly16,3 reviews,5,Pleasant experience for dinner with the fam,"Great service from April and Jenny during our visit ! Love the taste of the food, much improved from our last visit pre Mco"
Kampachi Plaza33,786288505,2021-04-11 00:00:00,April 2021,GeishaExtraordinaire,8 reviews,5,Quality sashimi & service,"Freshness is tip top. Beef teppanyaki  to die for! Look out for April, she is the friendliest and most hardworking staff on the floor."
Kampachi Plaza33,786288032,2021-04-11 00:00:00,April 2021,YeinNee,4 reviews,5,Buffet lunch,"Nice environment - spacious restaurant and not so noisy. For Japanese food lover, it is highly recommended to come for good quality of food. Great service from April and Edward."
Kampachi Plaza33,786183118,2021-04-09 00:00:00,April 2021,Kyojn,1 review,5,Celebrate family birthday dinner,"Celebrate a family member birthday dinner here. They are very accomodating. Very good customer services,  especially from April and 1 of her male friend (sorry dint manage to catch your name) (they are very friendly) Thank you! :)"
Kampachi Plaza33,785992396,2021-04-06 00:00:00,April 2021,Fettuyenne,2 reviews,5,Great environment,"Food was great, staffs are all very friendly especially April, service is superb and the ambience is good 👍🏼"
Kampachi Plaza33,785836731,2021-04-04 00:00:00,April 2021,luqramli,1 review,5,Fresh food is always good food,"Went for the Sunday brunch buffet during CMCO so the buffet environment was swapped with a serving style buffet which is slightly slow but the food that arrives on your table is freshly cooked/prepared. Iezan, our waiter, made sure our request were timely met.
Definitely..."
Kampachi Plaza33,785836234,2021-04-04 00:00:00,April 2021,wwlung,2 reviews,5,Weekend buffet,Excellent food quality and customer experience! Special recognition to Mr Edward who has been extremely courteous and helpful. Highly recommended venue for family and social gathering.
Kampachi Plaza33,785711389,2021-04-02 00:00:00,April 2021,NC9CJ,1 review,5,Good beef!,Beef and sashimi here is very tasty! The waitress April is very helpful. Good place for social distancing. Ambience is nice. Should try the Sakura tea.
Kampachi Plaza33,785678643,2021-04-01 00:00:00,April 2021,KX_99,1 review,5,Kampachi@equatorial,"Every courses are so nice and fresh. 
The service provided is so good.
We even get free dessert after our meals!"
Kampachi Plaza33,785662476,2021-04-01 00:00:00,April 2021,TEY1996,1 review,5,"Nice food, Nice service","Salmon is fresh and nice, everything is good and nice. Good service,good food, good environmentttttt"
Kampachi Plaza33,785662254,2021-04-01 00:00:00,April 2021,levaiine,1 review,5,Excellent service and food,"We ordered saba, salmon trio and everything is fresh and nice including Sakura ice cream. Highly recommended 😊"
Kampachi Plaza33,785662220,2021-04-01 00:00:00,April 2021,S0_f4,1 review,5,Celebratory dinner,"Good service! The waiters were so nice and helpful. Sakura ice cream was good, worth it! The eel was amaaaazing!"
Kampachi Plaza33,785467907,2021-03-29 00:00:00,March 2021,m4treps,1 review,5,"Fresh, Beautiful and Delightful","The Kampachi Salad as a starter was amazingly fresh and very good to kickstart our dinner, then the Salmon trio and Panda Bento was beautifully presented too. We were so happy and full at the end of the night, the atmosphere was cozy too, especially..."
Kampachi Plaza33,785444418,2021-03-29 00:00:00,March 2021,EllynRai,1 review,5,Fruity Samba,"5 stars! Not too sweet. Not too sour. Def will order this next time. 
Served by April. Very friendly. And my Unagi Shiso Tempura is perfect!"
Kampachi Plaza33,785379846,2021-03-28 00:00:00,March 2021,Bernicepang99,1 review,5,Great Experience,"The service was very nice, our server April was extremely welcoming and attentive. The food was quite okay, albeit oily."
Kampachi Plaza33,785379657,2021-03-28 00:00:00,March 2021,noel_emma88,6 reviews,4,Great food great service,Lots of variety and really great service by Jenny who made sure we had all we needed even though the restaurant was super busy. Due to covid ristrictions all food is served alacarte. It was a lot to choose from the menu but Jenny did...
Kampachi Plaza33,785379350,2021-03-28 00:00:00,March 2021,coleeRED,1 review,5,Birthday lunch,"Having my family birthday lunch here. Good environment, good service and many many nice food here. Must try."
Kampachi Plaza33,785379300,2021-03-28 00:00:00,March 2021,NoFussDiner,1 review,4,Cravings satisfied,"I'm going to make this simple.

Quality: above average

Taste: above average

Service: tailored for social distancing but still efficient. My thanks to Jenny for serving us and being so pleasant. 

Conclusion: if the craving for Japanese buffet hits you, definitely give this place a..."
Kampachi Plaza33,785312775,2021-03-27 00:00:00,March 2021,Unagias,1 review,3,Lunch at Kampachi,"Good service. Enjoyed the beef teppanyaki, smoked duck and salmon carpaccio.
Tempura batter was too thick. Sashimi quality was average at best.
Tables were well spaced out."
Kampachi Plaza33,785268624,2021-03-26 00:00:00,March 2021,potatopiesss,1 review,5,i love itttt,"first time here and had a great experience from the delicious food and atmosphere. customer service was great too, thank you April for the wonderful service. 😊"
Kampachi Plaza33,785252702,2021-03-26 00:00:00,March 2021,Purpleying3721,1 review,4,Dining for lunch,"April & Celine have good service
Food and environment nice
Just the tepanyaki corner have to do more better control about the air flow."
Kampachi Plaza33,785146041,2021-03-24 00:00:00,March 2021,Chrissie6699,2 reviews,5,Nice,Nice food and nice environment. Friendly staff. Handsome chef kyohei igarashi.. enjoyable meal and happy moment wth friends
Kampachi Plaza33,785070003,2021-03-23 00:00:00,March 2021,rahimah54,1 review,5,Great service & food!,Went here for a Birthday and as always the food and service was great. Our server April recommended some wonderful dishes (the seafood teppan set and abekawa mochi) and made the experience well worth the time and money
Kampachi Plaza33,785023066,2021-03-22 00:00:00,March 2021,VasanthyRohan1,2 reviews,5,Ms Vasanthy,Good food and ambience. Nice friendly staff. Especially April.. he food was very tasty  well presented.
Kampachi Plaza33,784952653,2021-03-21 00:00:00,March 2021,berrymum,1 review,5,Berry,"The food is fresh , it’s just good for my family . They have the best black sesame ice cream . The service is excellent , always our first choice for family gathering ."
Kampachi Plaza33,784952535,2021-03-21 00:00:00,March 2021,Cheongsl,2 reviews,4,"Good service,  food is fresh","Good service , food is fresh..we ordered the beef sirloin and it was perfectly done and seasoned to our preference.  Sashimi is fresh too ."
Kampachi Plaza33,784943112,2021-03-21 00:00:00,March 2021,Mobile684241,1 review,5,My ecmxperience at Kampachi,"Food is absolutely good! I like the following dishes: Firstly, the teppanyaki beef is extremely good, sashimi is fantastic, unagi, yaki udon and the nigiri is not too bad. 

April’s service is excellent!"
Kampachi Plaza33,784898045,2021-03-20 00:00:00,March 2021,AzmiA7,1 review,5,Great Service,Has never failed to service their clients. The yellowfin tuna feels very fresh. Very high quality control
Kampachi Plaza33,784893103,2021-03-20 00:00:00,March 2021,DragonDestiny2112,1 review,5,Celebrate birthday,"Foods are delicious and good environment. Good for gathering, staffs are friendly and good service.."
Kampachi Plaza33,784892921,2021-03-20 00:00:00,March 2021,Mkeiiko,1 review,5,Gathering,"Restaurant manager and staffs are friendly, good environment for gathering, foods are nice. Highly recommended"
Kampachi Plaza33,784892589,2021-03-20 00:00:00,March 2021,wws217,2 reviews,5,Celebrations,Best service and specially Jenny so friendly and helpful. I like kampachi foods. Environment very nice too 👍
Kampachi Plaza33,784888674,2021-03-20 00:00:00,March 2021,dumplingb0iz,1 review,5,splendid experience,The food and service were spectacular and the view at night was immensely captivating! 11/10 would come again😄
Kampachi Plaza33,784818136,2021-03-19 00:00:00,March 2021,amrulh2014,1 review,5,Ok,"Very nice ambience
Attentive staff who makes your culinary experience enjoyable
Great food, very fresh ingredients"
Kampachi Plaza33,784817282,2021-03-19 00:00:00,March 2021,Kathrynsin97,1 review,5,Nice food,"Nice food, friendly staff and excellent service.  Seafood was good fresh. The staff april was very nice"
Kampachi Plaza33,784703478,2021-03-17 00:00:00,March 2021,Stardust-at-Rest,1 review,5,Memorable Dinner in Plaza 33,"Came here to celebrate a colleague's birthday. 1st time. Lots of varieties but very pricey since it's a high class restaurant. Thankfully, on our boss' treat. Otherwise, we wouldn't be able to afford it. Phew!  Hehe ... Tastes generally ok but good hospitality!"
Kampachi Plaza33,784575702,2021-03-15 00:00:00,March 2021,Regena_Ong,2 reviews,5,One of the high rated japs in PJ area,"Great service, staffs are serving and recommend the dishes politely. The sashimi was fresh. Variety of choices. Probably worth for visiting again."
Kampachi Plaza33,784505190,2021-03-14 00:00:00,March 2021,koveant,1 review,5,"Great service, amazing food.","Great service, amazing food. Overall wonderful experience. Would visit again. I recommend the beef teppanyaki"
Kampachi Plaza33,784449987,2021-03-13 00:00:00,March 2021,MealTimeAt,1 review,5,Another wonderful visit!,"Thank you Christina, my amazing waitress, for the excellent service today and making up for another waiter’s rather lousy table service. My family and I look forward to the fresh and yummy food at Kampachi as much as we do the excellent service from most..."
Kampachi Plaza33,784449442,2021-03-13 00:00:00,March 2021,jon8138,1 review,5,Great food and excellent service,"Teppanyaki beef is a must try. sashimi is very fresh, lots of variety of foods. served portions are small but just nice so you can try all of them"
Kampachi Plaza33,784409051,2021-03-12 00:00:00,March 2021,teiklimk2016,1 review,5,Lovely food and great service,"We enjoyed the selection of main course, the aka carte and desserts. The staffs were attentive and always at their best service"
Kampachi Plaza33,784359296,2021-03-11 00:00:00,March 2021,Amsyarzam,1 review,5,Dinner,Good services by april and ridzwan 👍🏻👍🏻👍🏻. They were fast and kept us entertain. I really advises that people come to kanpachi plaza 33
Kampachi Plaza33,784352078,2021-03-11 00:00:00,March 2021,nermalk,2 reviews,5,Excellent Birthday dinner,"Good food, service is excellent, very friendly staff. I came here for my birthday and they provided a beautiful desert out of kindness."
Kampachi Plaza33,784340431,2021-03-11 00:00:00,March 2021,Seaside608420,1 review,5,"Fresh food, great ambiance!!","Definitely will come back. Good & friendly service, fresh food! Love it! Will come back for brunch buffet"
Kampachi Plaza33,784237544,2021-03-09 00:00:00,March 2021,celices2018,2 reviews,5,Food,Very good service from the crew and authentic Japanese food. This is one of the best restaurants in town
Kampachi Plaza33,784110146,2021-03-07 00:00:00,March 2021,readwand,1 review,5,Delicious food with great company,"The Teppayaki set was really nice. Mr Zahier, our server was really helpful. 5 stars just for Zahier"
Kampachi Plaza33,784108743,2021-03-07 00:00:00,March 2021,simonysm,3 reviews,5,Sunday Buffet Lunch,April and Edward are excellent servers. They are very prompt and attentive. The food is exquisite and the service is first-class. The environment is also friendly for children. A well recommended place for families and friends alike.
Kampachi Plaza33,784108311,2021-03-07 00:00:00,March 2021,nickyong82,1 review,5,Family luncheon ,Awesome food with great service... Very attentive to customers orders and needs. Great place for family n friends gathering.
Kampachi Plaza33,784067017,2021-03-06 00:00:00,March 2021,Wingy80,3 reviews,5,Good service ,They followed the social distancing rules. Service is good. A good place to have a meal with friends and family.
Kampachi Plaza33,784052659,2021-03-06 00:00:00,March 2021,Sheeeet,2 reviews,5,Excellent service,Exceptional service paired with quality food. Thanks April and Edward and the entire service crew for a memorable meal!
Kampachi Plaza33,784052310,2021-03-06 00:00:00,March 2021,bibbibubs,2 reviews,5,Great customer service and food!,We were served as soon as we stepped into the restaurant! Because of the MCO we are not supposed to take the food ourselves so it is order basis. The servers especially April and Edward and the rest of the service crews were very attentive...
Kampachi Plaza33,784052103,2021-03-06 00:00:00,March 2021,iChrisKee,3 reviews,5,Saturday Brunch,"Enjoy the weekend buffet with variety of food. Like the abekawamochi, fresh and yummy. Grilled eel is so good. Staff are friendly. Recommended."
Kampachi Plaza33,784010177,2021-03-05 00:00:00,March 2021,Mae L,3 reviews,5,Wonderful service and delicious food,"Thoughtful and personable service from start to end. My family had a wonderful dinner because of the service crew. 

Food is delicious as usual. Thank you Kampachi!"
Kampachi Plaza33,784007685,2021-03-05 00:00:00,March 2021,Foo2021,3 reviews,5,"Good food, great service",This place offers good food and great service.  The staff were great and the service was very personalised.  I will definitely come back again
Kampachi Plaza33,783941828,2021-03-04 00:00:00,March 2021,waniazizan,1 review,5,Great Service,"Excellent Food and it was fresh too. The manager, Ms. Jenny and other staffs were helpful and friendly. This restaurant is definitely a repeat!"
Kampachi Plaza33,783900390,2021-03-03 00:00:00,March 2021,alicegO2950PH,1 review,5,Good Service,We are here to enjoy my birthday dinner and I was astonished with the whole experience starting with their special dishes and their manager Jenny was excellent giving service and she even recommended us their wonderful dishes.  Further she even got her staff singing birthday...
Kampachi Plaza33,783900383,2021-03-03 00:00:00,March 2021,Daphneltz,1 review,5,Great service. Kampachi Plaza 33,"Great hospitality and excellent service by the restaurant Manager, Jenny.  She gives great recommendations of the menu, very warmth and friendly.  The kids bento box is superb and my niece love it so much."
Kampachi Plaza33,783900051,2021-03-03 00:00:00,March 2021,940cml,1 review,5,Kampachi plaza33,"Excellent hospitality by manager Jenny, we knew her for many years and we are here to support her and to enjoy her staff services. Excellent very special traditional Japanese dishes and Jenny even introduced us her senior executive chef Tsutomu Haneishi. Tonite is my lovely..."
Kampachi Plaza33,783868505,2021-03-03 00:00:00,March 2021,elainepD5962NK,1 review,5,Great experience omakase,Celebrate my son birthday bring them to experience omakase .... sashimi fresh and taste great. My family really enjoy it and service excellent too
Kampachi Plaza33,783716112,2021-02-28 00:00:00,February 2021,Ivorykhor,1 review,5,Fantastic service,Came here with friends for a birthday celebration. Food are nice and fresh and the waitress named April who served our table has definitely left a strong impression among us. She is absolutely brilliant in cheering up the atmosphere and is very attentive to each...
Kampachi Plaza33,783715553,2021-02-28 00:00:00,February 2021,Cerby J,14 reviews,5,Perfect venue for family meals,"The restaurant practising SOP very well, staff are friendly and responsive. Food quality and hospitality service is great. Highly recommended venue for all occasions."
Kampachi Plaza33,783708291,2021-02-28 00:00:00,February 2021,rikamasu,1 review,5,Very friendly staff and accommodating for vegetarians!,"We have one vegetarian in our family and were calling to reserve a table for the Sunday lunch buffet. We asked if there was anything that was vegetarian on the buffet menu, and they told us it was very limited. However, the manager said she..."
Kampachi Plaza33,783706589,2021-02-28 00:00:00,February 2021,Escape511600,1 review,5,Maintaining standards,"The outlet at Plaza 33 has maintained its standards for many years. In addition to food quality, Jenny and her team are very attentive and make sure you leave feeling satisfied"
Kampachi Plaza33,783703665,2021-02-28 00:00:00,February 2021,Najwalecca,1 review,5,"Excellent food, Value for Money, Great Ambience","I went there for an a-la-carte buffet, you order & the food is delivered to the table. They have a large selection on the menu. The food taste good & fresh. The grilled unagi and beef teppanyaki are really delicious. The welcome, attention and willingness..."
Kampachi Plaza33,783699584,2021-02-28 00:00:00,February 2021,jasonhew98,1 review,5,Buffet review,Very delicious and fresh dishes. Definitely value for money. The staffs are very friendly. Definitely will come back for more.
Kampachi Plaza33,783699291,2021-02-28 00:00:00,February 2021,Ashwee_lew,1 review,5,Amazing service and food,"The environment, food,service etc are amazing! We received our food in really quickly. Besides that, the prices are also really reasonable, highly recommend it :)"
Kampachi Plaza33,783699137,2021-02-28 00:00:00,February 2021,RaindropTraveller,6 reviews,5,Here for the Sunday lunch,"Here for the Sunday lunch buffet ! Fantastic experience overall - top notch and friendly service esp from Celine, Alim & Jenny ! Sashimi - kampachi, tuna & salmon were of high quality. Desserts were delicious - esp the green tea pudding ! Had 8..."
Kampachi Plaza33,783637260,2021-02-27 00:00:00,February 2021,850tere,1 review,5,Good food in town,"Good food, good environment and excellent service from all the staff here... Highly recommended for Japanese brunch buffet in town... Fresh sashimi in town!!!"
Kampachi Plaza33,783584634,2021-02-26 00:00:00,February 2021,berlyny2021,1 review,5,Kien Hing Lunch,"The food serving was excellent in terms of the packaging & the quality of the food. 
It was a good experience to taste it & we enjoyed it very much. 
Well done & we will support Kampachi."
Kampachi Plaza33,783581080,2021-02-26 00:00:00,February 2021,Foodievivien,1 review,5,Good service and delicious food,Went there with my parents for a Chap Goh Mei lunch. Enjoyed the ambience and the food. Friendly staffs.
Kampachi Plaza33,783295091,2021-02-21 00:00:00,February 2021,ninac822,1 review,5,Delicious food and very accommodating staff!,This restaurant is highly recommended. Aside from the delicious food the staff are so welcoming and nice! Especially Christina who truly took time to give us choices on the menu. We went here because of our friend’s birthday and it was such a great way...
Kampachi Plaza33,783283353,2021-02-21 00:00:00,February 2021,ericyT4014CS,5 reviews,5,Amazing food and Great service!,"Our family had a great time at Kampachi. The food was very fresh and the grilled wagyu beef melts in your mouth. The service was excellent with very attentive wait staff. One waitress in particular, Christina, was observing our kids playing and provided them with..."
Kampachi Plaza33,783220767,2021-02-20 00:00:00,February 2021,WatermelonTYC,1 review,5,Experience,Great service from a waitress called “April” with awesome food. Recommended the teppanyaki beef/prawn
Kampachi Plaza33,783220149,2021-02-20 00:00:00,February 2021,Khenghoortan,1 review,5,Great food and environment,"The food is great. Especially their teppanyaki beef, it is juicier than fruits. Every restaurant staffs are very friendly and attentive."
Kampachi Plaza33,782503614,2021-02-08 00:00:00,February 2021,E7637ZBflorencel,1 review,5,Good ambience & wonder food,"A regular at this place. Usually sure make a trip before CNY but this year, due to MCO, can't make it. But we order their delivery & the food still taste good. Staff En. Izan & specially helpful & nice. We enjoy the ambience of..."
Kampachi Plaza33,782469070,2021-02-07 00:00:00,February 2021,QuekS23,1 review,5,RM68 Yee Shang Take Away,"Delicious Yee Shang. Must try. Sesame sauce very Japanese flavour. Good for 5 person appetiser, looks small portion but actually quite a lot."
Kampachi Plaza33,780701684,2021-01-07 00:00:00,January 2021,Melisa T,12 reviews,5,Lunch at Kampachi,"Had a good lunch at Kampachi on a weekday. Not empty but not so crowded either. SOP was maintained and received very good service from all staff esp the manager Jenny, who was attentive to our order and requests. She also explained the special promotion..."
Kampachi Plaza33,780435409,2021-01-03 00:00:00,December 2020,Maria Vivienne P,1 review,5,Excellent service and outstanding food,"The service was outstanding with attention given by the Manager, Jenny. We were thankful for her assistance in picking the menu. The food was fantastic. We enjoyed it very much."
Kampachi Plaza33,780372910,2021-01-02 00:00:00,January 2021,adelineweyeong,2 reviews,4,Saturday Brunch,"Due to the pandemic, the buffet is now served over to you at table - which is good and they also observed strict SOP compliance. The sashimi was fresh and there's a good variety of food as well. Overall there's good quality of food &..."
